NumFeatures	MonoMass	MinElutionTime	MaxElutionTime	TopPIC.Unique.ID	TopPIC.Mass	TopPIC.Retention.Time	TopPIC.Proteoform.Details	TopPIC.E.Value	TDPortal.Unique.ID	TDPortal.Mass	TDPortal.Retention.Time	TDPortal.Proteoform.Details	TDPortal.E.Value	H3_C1	H3_C2	H3_C3	H3_C4	H3_C5	H4_A1	H4_A2	H4_A3	H4_A4
1	5836.11239	63.75	65.679						A0A0G2JXW6_5836.096825	5836.096825	63.76401665	A0A0G2JXW6  (75-128)  	3.14e-05	832996.2	428768.9	126784.5	175276.1				29986.2	
1	5837.11857	63.261	64.609											733723	348519		127576.3					
2	5841.87978	22.804	24.322																		14272.98	
3	5844.6158	21.917	23.316											36530.86				11026.21	12261.59	91529.7	50080.03	81896.095
4	5846.627	21.615	22.947											39325.23			7215.52	31585.415	6667.175	50190.05	103227.885	88121.94
2	5848.23832	69.249	70.442											527847.7	824290.3							
4	5848.4071	12.826	14.583											359640.7						10991.15	10428.78	
1	5849.2389	69.681	70.667	Slc25a5_2	5849.23045	70.17066667	Q09073  (2-55) [Acetyl] & [157.0585]	9.68e-21										127113.6		78398.51		
2	5852.11265	62.579	64.013											125304.1	102931.9		48700.31					
1	5853.1197	62.734	64.033												96789.07							
1	5853.8545	86.32	87.492																	16963.83		
1	5854.8564	86.32	87.492																	16220.89		
1	5856.0107	70.327	71.883											43601.15								
1	5857.0281	70.327	71.883											41203.29								
1	5862.2355	33.819	34.915											84998.36								
1	5864.1093	84.896	85.51											24395.63				4993.45		5334.67		
2	5864.2374	33.819	34.915											73125.515								
4	5875.03748	86.189	87.35											347580.9	68854.47		25986.75					11166.8
1	5875.2208	72.765	74.222	Atp5mj_3	5875.227539	73.56216667	D3Z9R8  (1-50) 	5.11e-19	D3Z9R8_5875.227455	5875.227455	73.3429238	D3Z9R8  (1-50)  	1.05e-36		95358.16							
5	5876.2335	72.876	74.609											1545794	621304.8		88999.92				12724.05	
2	5880.67997	52.989	54.056											1004041.45								
1	5881.0533	73.234	76.217	Ndufc1_9	5881.06976	74.41716667	D3ZS75  (29-76) [Phosph] & [Dimethyl]	1.15e-11						2379948	513203.1	113244.6	320608.7	37455.02	10907.73	103748.8	87907.96	71005.05
10	5883.9581	71.772	73.51											900129.6	209817.5	43286.03	73335.6	30166.985	11171.145	54326.105	63674.78	34009.76
2	5889.1822	52.667	53.84											569725.9								
2	5892.21678	72.466	73.863											77385.25	73811.055							
3	5892.2314	23.224	24.691														71864.33					
6	5893.27415	54.921	56.445											4475347	1008054			357413.8		698037.55	761356.7	144476.3
5	5899.0263	86.33	87.721																	32582.03		
1	5900.0992	71.35	72.354	Ndufc1_5	5900.1141	71.33833333	D3ZS75  (28-76) 	7.42e-29	D3ZS75_5900.114005	5900.114005	70.89039397	D3ZS75  (28-76)  	1.06e-65	3642222	2295667	64613.61	806397.9	110486.3		416583.3	1431825	246537.9
1	5901.0162	54.151	55.073												216720.8							
10	5902.0852	72.054	73.874											1985092.5	2040087.5	648438.3	1740357	117358.1	69044.55	382021	1457581.5	737276.3
1	5903.68446	74.173	75.371															295583.8				
1	5904.261	62.448	63.742											89465.5								
2	5906.27249	62.448	64.609											127956.7			100761.595					
3	5908.2437	9.884	11.338											6140.19								
2	5909.01341	54.731	56.138											2940003.5	1744730					1186572.6	1520713	344986.1
1	5909.21246	84.081	86.007																		2407.9	
2	5912.0407	65.756	67.219																	30407.865		
1	5912.0531	74.513	76.052											96995.09								26095.53
2	5914.9904	62.075	63.508												246542.64							
3	5916.00864	37.923	39.379											115915.8		19704.93	163914.9	240417.7		58637.165		84347.075
1	5916.0924	69.478	71.876	Ndufc1_4	5916.09193	69.9105	D3ZS75  (28-76) [Plus1Oxy]	2.9e-18						3869661	1886159	381606	1510894	506030.2	145171.1	209614.2	1103157	395214.2
1	5917.8199	12.636	13.966																		9472.18	
2	5918.28574	74.64	75.999	Slc25a4_5 & Slc25a4_3	5918.28085 & 5917.30403	75.9075 & 74.52633333	Q05962  (2-55) [Acetyl] & [157.0510] & Q05962  (2-56) [Acetyl] & [Acetyl]	0.001188762 & 6.82e-21						1947113	456645					129097.8		
16	5918.29401	71.326	72.865											1002385	377836.1	71959.7	247001.3	197448.54	80767.525	121885.4	199090.6	154259.105
7	5919.9193	21.908	23.601											32390.245	11387.16			10846.915		9785.75	52088.95	
1	5920.922	24.638	25.739						A0A0G2K0M8_5920.934055	5920.934055	25.1481727	A0A0G2K0M8  (946-1005)  	1.33e-06								59936.45	
1	5921.90911	60.331	61.687											279406.5								
1	5922.65761	53.451	54.271																		1142258	
1	5923.11408	10.824	11.709													8029.13		56353.67				
3	5923.39184	69.997	71.431											1295473.5	783503.6						408848.5	
1	5923.6615	53.356	54.273						A0A0G2JSQ1_5923.672005	5923.672005	53.5452107	A0A0G2JSQ1  (84-134)  	7.72e-08			807324.3					1413867	735073.8
1	5925.10788	71.739	73.447											47493.63								
3	5926.8611	59.661	60.958																	961833.4	150483.95	
1	5927.4528	13.001	13.935												9870.17				5540.85			12226.86
1	5928.4532	12.995	14.033												7861.38				5630.17		12054.22	11593.23
6	5930.9707	30.52	31.839											143207.75								
3	5932.0045	37.577	39.153														154141.8					107718.6
1	5932.0811	70.936	72.863	Cox7c_38 + Cox7c_21	5932.17058 + 5932.18604	74.10383333 + 74.43433333	P80432  (14-63) [39.0324] + P80432  (14-63) [39.0479]	1.59e-07 + 1.57e-10						422676.8	200840.1							
1	5932.09375	65.212	66.433	Ndufc1_2	5932.0926	65.6205	D3ZS75  (28-76) [Plus2Oxy]	8.9e-16						706290.5	288827.8							
13	5933.0957	72.728	74.446											2603791	2103227	269543.4	699973.9	948812.45	9175.725	726281.05	1018814	272573.8
2	5933.1014	64.9	66.433											665360.3	225904.7							
1	5937.3725	69.495	70.918																		117514.7	
2	5938.8703	68.612	70.46												102358.8						461010.2	
1	5940.45578	48.697	49.581													29074.58						
1	5941.1222	10.812	11.709	Hmgn2_8	5941.140979	11.32516667	P18437  (31-89) 	1.29e-07	P18437_5941.140805	5941.140805	11.03279196	P18437  (31-89)  	3.34e-15	279411.1	140955.5	60069.54	273523.1	514193.4	33527.52	186890.3	175511.9	149932.1
6	5942.1247	10.751	11.739											138236.1	152160.9	34122.17	157764.7	319810.5	20270.43	112582.45	123648	84334.12
4	5943.07777	72.691	74.779											130726.915	49229.74							
5	5943.1758	85.631	86.915											89856.8	27624.8	7604.57	8422.52	6911.835	45845.83	25397.15		
1	5946.6695	21.94	23.894	Gap43_21	5946.691113	22.43766667	P07936  (171-226) 	1.06e-05												84842.2	137029.3	108885.9
4	5947.66575	22.06	23.424														13745.68	26325.74	14651.775	112472.455	224556.5	134418.665
1	5947.9341	48.094	49.199											291759.7								
3	5949.07751	63.361	64.897											280840.2	184210							
8	5949.08285	71.747	73.858											316724.1	207460.1	44225.06	43540.525	76310.375		57529.01	61832.47	92038.92
2	5951.2567	55.366	56.421											135465.45								
1	5952.6088	27.513	28.857														17734.15					
1	5955.25551	23.395	24.436											224612.9								
3	5955.9753	35.736	37.251											55432.1	34776.19		72744.4	88132.87				
1	5957.99535	75.468	76.869											27607.29	40740.7							
1	5958.1585	58.228	59.566											486897								
1	5959.15145	58.228	59.711						F1LSY2_5959.152125	5959.152125	58.84020002	F1LSY2  (111-164)  	3.5e-20	622188.3	164577							
1	5960.1495	58.228	59.566											533021.7								
1	5962.8608	19.31	20.524																		8096.78	
1	5964.0728	65.448	67.56						A0A0G2K0D5_5964.059815	5964.059815	65.83480638	A0A0G2K0D5  (166-219)  	1.81e-05	1411221	590546	34132.85					45112.13	
4	5964.9908	72.089	73.518											283677.9					8005.3			
5	5965.06676	65.506	67.203											222017.9	528323.2				2608.34		22362.92	
1	5967.9487	23.259	24.59																			21453.39
1	5969.9897	20.315	22.289	Tppp_4	5970.016113	21.5915	D3ZQL7  (164-218) 	5.23e-17	A0A0G2K2D6_5970.016005	5970.016005	21.53833706	A0A0G2K2D6  (181-235)  	1.3e-34	392877.8	343511.2	41826.78	173797.6	216400.7	33586.05	385579.3	1097564	430264.3
3	5971.9562	34.681	36.169														39677.43	58716.79				
1	5971.99025	75.468	76.869											40651.85	51687.01							
10	5972.9636	21.44	23.753											754067	304140.3	73899.43	245231.6	239809.5	23425.1	340373.2	1023334	273384.6
8	5975.1651	85.382	86.743											45799.675	86256.86	5280.44		5132.72		40844.28	10385.84	
3	5975.8846	11.784	12.805											19354.74		9490.21		19858.25	4673.21	24589.5	36338.15	
3	5977.0786	71.058	72.69																7459.82			15083.055
3	5979.25635	40.428	41.687											360289			654375.4	862088.5	38011.81			73935.55
3	5980.98365	70.138	72.117													66329.01	49256.465					
3	5981.0689	64.026	65.561											1210871	1032068	77442.45		86927.15	70715.52		133330.1	
1	5983.47665	33.005	34.538												38585							
5	5985.4753	11.897	13.126												13555.89		11511.63	13078.29	5756.125	6551.51	11859.155	
5	5987.02352	40.276	41.567											1301968	432327.4		1218907	1966678.5		294064.4	133031.3	266765.6
1	5989.42348	16.597	17.65															6915.07				
1	5992.157	74.745	76.194	Cox7c_20	5992.206561	75.23133333	P80432  (13-63) 	3.99e-09	P80432_5992.206455	5992.206455	75.41424797	P80432  (13-63)  	5.32e-10	530240.2	226969.1			63945.81	24965.58	93547.12	518811.5	117578.4
3	5993.15215	74.732	76.581											269657.8	179433.5			38010.02		75103.445	324632.85	127249
1	5994.0143	61.349	63.071												125395.7							
6	5994.345	13.194	14.663											192345.55		9140.47	15504.36	9733.59		14106.515	15034.8	
5	5995.01492	39.831	41.743												284446.3	112046.745	1158152.15	8105304		199851.95	129967.2	305568.7
2	5998.76894	23.343	24.306											155390.3								
6	5999.1587	85.594	87.016											187993.3	388246.85	59170.32	93044.355	11096.35		70282.97	26012.065	
4	6002.35085	94.938	96.241																4792.35		18849.845	
7	6002.51176	39.725	41.34											1333030	448749.15	69533.51	2336029					179797.25
5	6003.165	72.852	74.371											134715.2								
1	6003.76935	64.9	65.835						P62161_6002.795775	6002.795775	65.33107583	P62161  (97-149) N6,N6,N6-trimethyl-L-lysine@1 RESID:74@19	3.45e-11	61785.92								
1	6004.4618	14.278	16.384											224739.3								
3	6006.4594	12.66	14.444											238608.35	4536.93							
1	6007.4638	13.768	15.221											137379.9								
2	6010.5213	39.299	40.728											376823.4								
2	6012.15863	10.83	11.675	Hmgn2_3 & LOC100360316_2	6012.178092 & 6011.194077	11.13866667 & 11.102	P18437  (30-89)  & Q4KLJ0  (30-89) 	1.26e-10 & 1.39e-07	P18437_6012.177915 & Q4KLJ0_6011.193905	6012.177915 & 6011.193905	10.99877014 & 11.37288067	P18437  (30-89)   & Q4KLJ0  (30-89)  	3.86e-22 & 7.35e-12	1273749	426523.295	427253.6	1037164	906468.405	250670.7	799488.9	938539.8	757430.4
7	6013.1562	10.84	11.736											1318332.5	801424	409167.1	1037691	2035452	215376.05	876666.5	1017529.05	761121.7
2	6015.2594	79.387	80.134																4095.255			
2	6017.9731	36.047	37.525														62696.205					
1	6018.00765	14.77	16.335						Q9EPJ0_6018.030455	6018.030455	15.64751954	Q9EPJ0  (2-53)  	2.91e-11			15042.44	8498.13					
1	6018.1549	71.883	73.302											512721.8								
6	6018.7084	22.392	24.005																8034.365	57846.32	47705.51	34744.67
2	6021.03931	41.321	42.528															338749.2				
9	6021.4745	14.593	16.615											228226.7	62624.1	78541.75	102067	32573.68				
2	6023.13321	31.036	32.029												24796.66		39968.82					
1	6027.1788	17.884	19.384												2942.01							
3	6027.49456	40.394	41.927														695917.4	453384.8				
1	6029.1415	10.579	11.983													4262.42						
4	6035.4818	14.762	16.674											83047.5								
4	6036.0905	41.249	43.293											116552.1			251013.4	111947.45				
2	6036.95771	34.328	35.271												28015.28		25696.855	33891.99		38377.885	11411.57	
1	6039.1506	10.963	11.958																			8695.96
1	6039.1775	72.593	74.451											93083.88								
1	6039.8169	61.968	63.409											259967.1								
1	6041.1493	10.622	11.996														14468.62					
1	6042.01422	40.181	41.989														187686.2					
2	6042.0813	36.264	37.586														36456.04	52286.24				
1	6042.3101	81.941	83.499						D3ZMR1_6042.322505	6042.322505	82.74823747	D3ZMR1  (2-55)  	7.12e-05	4985.15	4794.7						4053.17	
3	6042.9493	63.997	66.229																25458.415		246441.3	
5	6043.3038	82.138	83.167											2359.72					12352.98		2602.06	
2	6045.91255	11.729	12.782													16366.86			5570.79	38261.26	61171.67	
1	6046.922	11.784	12.801																		38384.43	
1	6048.01681	69.899	71.447												30387.59							
1	6048.0919	75.131	76.713											177183.9								
1	6050.0788	41.781	42.865															109150.3				
1	6051.0926	41.689	42.865															165146.9				
5	6055.1152	74.382	75.952											184917.7					3583.71		47549.34	
6	6055.1665	10.945	11.989												11029.78		23738.05	58968.85	8861.63	9588.34	14869.015	21472.88
7	6059.01005	21.695	23.849											104646.6	33964.195		84350.265	62178.935	1374.85	35235.34	97887.51	18633.045
3	6059.07435	35.54	37.622														39323.12	104106.3		14585.135		
2	6059.30284	80.389	81.571											4705.02	5451.71						1660.77	
1	6064.13646	76.869	78.367												62898.83	7660.33						
1	6065.14481	76.869	78.367												62372.06							
1	6066.1737	26.261	27.737																		42984.25	
1	6068.2144	10.606	11.565	LOC100360316_0	6068.251926	11.447	Q4KLJ0  (31-90) 	0.000680113	Q4KLJ0_6068.251755	6068.251755	11.03315496	Q4KLJ0  (31-90)  	1.22e-06	79107.23	69783.99	15732.54	41906.87	71821.85		58211.71	54438.75	51473.91
1	6068.2296	72.863	74.166																2583.79			
1	6069.2147	10.74	11.673	Hmgn2_10	6069.235942	11.09766667	P18437  (31-90) 	4.12e-08	P18437_6069.235765	6069.235765	10.89930388	P18437  (31-90)  	1.19e-12	83674.84	73290.39	19016.71	46797.15	74494.87		63299.16	66521.23	58673.05
7	6071.16969	10.68	11.755											82595.965	95056.81	35036.585	53248.145	108745.8	6545.345	94191.85	92449.9	75462.75
2	6072.09364	35.891	37.654	Mbp_40	6071.11224	36.45483333	P02688-4  (2-57) [Acetyl] & [-145.0540]	4.86e-08	P02688-1_6072.112615	6072.112615	37.32260406	P02688-1  (2-55)  	2.97e-11				39455.335	80878.27				
5	6073.091	36.216	37.564											477849.25	194442.3	211092.3	657157.5	1190806	20244.03	193531.3	38229	402571
1	6074.3447	78.462	79.401											1217252	1280511	129562.2	195423.8	59485.63	143280.8	119279.2	514579	45465.72
1	6075.345	78.462	79.441	Tomm5_4	6075.360739	78.45566667	A0A1B0GWY3  (1-51) [Acetyl]	7.09e-17						1327178	1378376	194700.3	318979.4	97644.97	187750.2	212804.9	589703.2	73944.02
2	6077.3462	78.312	79.184											1296133	1336698	173428.9	162840.815	77246.04	161184	185618.1	570558.2	63593.12
3	6079.6006	10.365	11.632												3730.17						4512.64	
3	6084.18625	10.651	11.946														19439.51	32003.9		9360.66	9872.185	
1	6086.09355	35.251	36.269											117249.9		66962.58	411666.4	839538.4	8648.07	112625.5		369459.9
1	6088.7407	23.304	24.92																		35101.87	
5	6089.0896	35.355	36.865											227684.4	43037.86	113462.965	576602.6	351591.9	12898.93	134377.15		450494.35
1	6090.34384	75.04	76.957											725278.1	136999.8		228877.8	57032.47		200816.3		84464.53
1	6091.3423	74.166	77.079	Tomm5_0	6091.33953	74.65866667	A0A1B0GWY3  (1-51) [Acetyl] & [Plus1Oxy]	6.08e-13						806427.8	284768.6	6296.41	342374.5	89867.36	17402	376336.2		17753.71
1	6092.4958	26.077	27.515																	11463.49		
4	6093.3263	74.519	76.327											90804.14	143918.245	5923.06	412283.1		4166.22	339086.1		17753.71
1	6093.6297	18.924	20.041																		23202.58	
1	6094.6388	18.924	20.041																		29496.44	
3	6098.975	14.815	16.327											54229.08		19637.43	26754.1	15461.8				
3	6100.1056	36.323	37.708														55770.17	189440.8				36342.13
6	6101.2574	66.187	67.623											68308.715	26454.52						54058.77	
2	6103.38146	15.439	16.772																		10802.21	7712.44
1	6106.33088	73.234	74.193											2433429	637318.4	71201.61	302183.2	5650.79	6959.37		24424.51	
3	6108.3576	72.572	74.271											2493445	801069.45	107578.54	353286.35	7590.375	6231.59	24409.15	22854.22	17183.41
2	6110.1135	10.817	12.041																	13331.31	12785.05	9323.64
1	6111.4787	11.208	14.617																16843.48			
3	6116.09635	35.626	37.169													22237.23	108943.8	310250.3	11402.91	40528.025		63988.53
3	6116.952	11.645	13.24													12173.71			6306.15	26833.77	48392.92	
1	6118.7645	85.676	86.423																	3694.04		
4	6119.3819	10.704	12.418											97682.77	26359.435	3994.71	17883.04	7856.5			12598.71	
3	6122.24016	10.624	11.836											99159.84	13262.77			14416.675				14060.265
9	6123.3318	74.55	76.105											940394.55	89681.2	120596.65	459674.25	663839.65	109225.65	87342.55	222050.3	100708.875
3	6125.3284	71.788	73.097											2106915	2234274	438349.1	282329.185	703132.8	100974	70487.93	127215.755	108239.6
1	6129.0924	55.794	56.892																		79587.48	
3	6130.0199	77.475	78.712																	67191.89		
8	6130.1142	36.09	37.599											178800.8		39802.34	135635.005	165960.7		32690.42		83463.17
2	6132.2032	69.593	70.903																		53443.175	
1	6132.85683	25.16	26.077											174859			113397.5	48571.53				
1	6133.85927	24.972	26.515															39717.29				
1	6135.96361	23.225	25.237														51976.89					
1	6136.95384	23.308	24.968						A0A0G2K1L8_6136.983505	6136.983505	24.44988133	A0A0G2K1L8  (155-219)  	1.34e-08				59506.06					
2	6139.43629	39.861	41.904															175614.5	50521.91		34147.86	
4	6140.2476	10.665	11.709											416979.4	308447.35	151166.1	271792.15	484151.5	29947.905	349135.85	265629.15	345333.45
2	6140.2486	10.742	11.622	Hmgn2_1 & LOC100360316_1	6140.273055 & 6139.28904	11.17466667 & 11.08766667	P18437  (30-90)  & Q4KLJ0  (30-90) 	3.62e-20 & 6.87e-16	P18437_6140.272875 & Q4KLJ0_6139.288865	6140.272875 & 6139.288865	11.29029254 & 11.22483269	P18437  (30-90)   & Q4KLJ0  (30-90)  	2.2e-30 & 4.31e-17	824391.3	647854.7	304426.5	574286.4	743251.15	93805.985	754649.35	726928.75	771580.15
